energy_mev,dedx_mev_per_g_cm2
1.092496382866907e+03,3.998755399789290e+01
1.117943892679777e+03,4.085516918224418e+01
1.143984151142282e+03,4.174287110982196e+01
1.170630965144144e+03,4.265112766049172e+01
1.197898463178858e+03,4.358041761245394e+01
1.225801102834810e+03,4.453123089609844e+01
1.254353678460880e+03,4.550406885377196e+01
1.283571329010604e+03,4.649944450559647e+01
1.313469546069045e+03,4.751788282147904e+01
1.344064182066636e+03,4.855992099945796e+01
1.375371458684352e+03,4.962610875053200e+01
1.407407975454655e+03,5.071700859012458e+01
1.440190718562792e+03,5.183319613633664e+01
1.473737069853088e+03,5.297526041514715e+01
1.508064816045036e+03,5.414380417272221e+01
1.543192158164049e+03,5.533944419499922e+01
1.579137721191884e+03,5.656281163471470e+01
1.615920563941854e+03,5.781455234604988e+01
1.653560189164062e+03,5.909532722707117e+01
1.692076553886022e+03,6.040581257014681e+01
1.731490079994133e+03,6.174670042052622e+01
1.771821665061638e+03,6.311869894327140e+01
1.813092693428791e+03,6.452253279873544e+01
1.855325047541118e+03,6.595894352678683e+01
1.898541119551783e+03,6.742868993998398e+01
1.942763823194196e+03,6.893254852590744e+01
1.988016605931186e+03,7.047131385886385e+01
2.034323461387151e+03,7.204579902117990e+01
2.081708942069798e+03,7.365683603430907e+01
2.130198172388205e+03,7.530527629998065e+01
2.179816861974119e+03,7.699199105162397e+01
2.230591319313539e+03,7.871787181630806e+01
2.282548465695826e+03,8.048383088744092e+01
2.335715849487724e+03,8.229080180847959e+01
2.390121660739876e+03,8.413973986790728e+01
2.445794746133552e+03,8.603162260573986e+01
2.502764624275548e+03,8.796745033183058e+01
2.561061501349342e+03,8.994824665624762e+01
2.620716287130807e+03,9.197505903200545e+01
2.681760611376991e+03,9.404895931043853e+01
2.744226840596624e+03,9.617104430951090e+01
2.808148095211278e+03,9.834243639536362e+01
2.873558267116247e+03,1.005642840774081e+02
2.940492037650482e+03,1.028377626172813e+02
3.008984895985092e+03,1.051640746519841e+02
3.079073157940177e+03,1.075444508315367e+02
3.150793985239954e+03,1.099801504714841e+02
3.224185405216393e+03,1.124724622206031e+02
3.299286330971817e+03,1.150227047441600e+02
3.376136582011139e+03,1.176322274230850e+02
3.454776905354694e+03,1.203024110694313e+02
3.535248997142847e+03,1.230346686585005e+02
3.617595524743838e+03,1.258304460780202e+02
3.701860149376585e+03,1.286912228947733e+02
3.788087549260443e+03,1.316185131390835e+02
3.876323443304186e+03,1.346138661075745e+02
3.966614615346774e+03,1.376788671846275e+02
4.059008938962771e+03,1.408151386829726e+02
4.153555402845541e+03,1.440243407038613e+02
4.250304136781704e+03,1.473081720172732e+02
4.349306438230617e+03,1.506683709626271e+02
4.450614799522954e+03,1.541067163704710e+02
4.554282935692850e+03,1.576250285056420e+02
4.660365812958311e+03,1.612251700323945e+02
4.768919677865038e+03,1.649090470020098e+02
4.880002087109082e+03,1.686786098634092e+02
4.993671938054175e+03,1.725358544973084e+02
5.109989499959886e+03,1.764828232744593e+02
