energy_mev,dedx_mev_per_g_cm2
2.873558267116954e-02,8.057814047421662e+00
2.940492037651206e-02,7.921102977509863e+00
3.008984895985830e-02,7.786881604466021e+00
3.079073157940932e-02,7.655109334750690e+00
3.150793985240730e-02,7.525746145256432e+00
3.224185405217179e-02,7.398752578626167e+00
3.299286330972625e-02,7.274089738492711e+00
3.376136582011965e-02,7.151719284646093e+00
3.454776905355540e-02,7.031603428133769e+00
3.535248997143715e-02,6.913704926299576e+00
3.617595524744728e-02,6.797987077766861e+00
3.701860149377499e-02,6.684413717370511e+00
3.788087549261375e-02,6.572949211043102e+00
3.876323443305136e-02,6.463558450659649e+00
3.966614615347743e-02,6.356206848845563e+00
4.059008938963762e-02,6.250860333752025e+00
4.153555402846558e-02,6.147485343802943e+00
4.250304136782743e-02,6.046048822417429e+00
4.349306438231678e-02,5.946518212711543e+00
4.450614799524045e-02,5.848861452182911e+00
4.554282935693971e-02,5.753046967381721e+00
4.660365812959451e-02,5.659043668571258e+00
4.768919677866213e-02,5.566820944381185e+00
4.880002087110282e-02,5.476348656456683e+00
4.993671938055403e-02,5.387597134106013e+00
5.109989499961137e-02,5.300537168949505e+00
5.229016445938468e-02,5.215140009572361e+00
5.350815885649644e-02,5.131377356183870e+00
5.475452398769822e-02,5.049221355285217e+00
5.602992069228000e-02,4.968644594348270e+00
5.733502520245645e-02,4.889620096507271e+00
5.867052950191408e-02,4.812121315265541e+00
6.003714169270988e-02,4.736122129219068e+00
6.143558637071676e-02,4.661596836798665e+00
6.286660500981339e-02,4.588520151032489e+00
6.433095635502424e-02,4.516867194330391e+00
6.582941682481531e-02,4.446613493291695e+00
6.736278092276217e-02,4.377734973537678e+00
6.893186165880623e-02,4.310207954570156e+00
7.053749098032280e-02,4.244009144657395e+00
7.218052021323113e-02,4.179115635748364e+00
7.386182051337865e-02,4.115504898416575e+00
7.558228332843919e-02,4.053154776834369e+00
7.734282087057030e-02,3.992043483778619e+00
7.914436660008020e-02,3.932149595668667e+00
8.098787572036108e-02,3.873452047637299e+00
8.287432568434999e-02,3.815930128635453e+00
8.480471671278829e-02,3.759563476571331e+00
8.678007232455066e-02,3.704332073484494e+00
8.880143987932977e-02,3.650216240755453e+00
9.086989113295872e-02,3.597196634351311e+00
9.298652280567166e-02,3.545254240107784e+00
9.515245716359834e-02,3.494370369048074e+00
9.736884261380480e-02,3.444526652738855e+00
9.963685431319404e-02,3.395705038683702e+00
1.019576947915898e-01,3.347887785754177e+00
1.043325945893337e-01,3.301057459658809e+00
1.067628129097341e-01,3.255196928450094e+00
1.092496382867121e-01,3.210289358069664e+00
1.117943892679996e-01,3.166318207931725e+00
1.143984151142507e-01,3.123267226544792e+00
1.170630965144374e-01,3.081120447171811e+00
1.197898463179093e-01,3.039862183528609e+00
1.225801102835051e-01,2.999477025520681e+00
1.254353678461126e-01,2.959949835018300e+00
1.283571329010856e-01,2.921265741669791e+00
1.313469546069303e-01,2.883410138753011e+00
1.344064182066900e-01,2.846368679064812e+00
1.375371458684621e-01,2.810127270848453e+00
1.407407975454931e-01,2.774672073758785e+00
1.440190718563075e-01,2.739989494865087e+00
1.473737069853376e-01,2.706066184691402e+00
1.508064816045332e-01,2.672889033294191e+00
1.543192158164352e-01,2.640445166377194e+00
1.579137721192194e-01,2.608721941443270e+00
1.615920563942171e-01,2.577706943983100e+00
1.653560189164386e-01,2.547387983700569e+00
1.692076553886354e-01,2.517753090774657e+00
1.731490079994473e-01,2.488790512157699e+00
1.771821665061986e-01,2.460488707909859e+00
1.813092693429147e-01,2.432836347569666e+00
1.855325047541483e-01,2.405822306560506e+00
1.898541119552156e-01,2.379435662632932e+00
1.942763823194577e-01,2.353665692342692e+00
1.988016605931576e-01,2.328501867564397e+00
2.034323461387550e-01,2.303933852040761e+00
2.081708942070206e-01,2.279951497967351e+00
2.130198172388624e-01,2.256544842612816e+00
2.179816861974547e-01,2.233704104974617e+00
2.230591319313978e-01,2.211419682470235e+00
2.282548465696273e-01,2.189682147663934e+00
2.335715849488183e-01,2.168482245029113e+00
2.390121660740345e-01,2.147810887746376e+00
2.445794746134032e-01,2.127659154537415e+00
2.502764624276039e-01,2.108018286534871e+00
2.561061501349844e-01,2.088879684188363e+00
2.620716287131321e-01,2.070234904206862e+00
2.681760611377517e-01,2.052075656537693e+00
2.744226840597163e-01,2.034393801382421e+00
2.808148095211830e-01,2.017181346249904e+00
2.873558267116811e-01,2.000430443046887e+00
2.940492037651059e-01,1.984133385206463e+00
3.008984895985682e-01,1.968282604854824e+00
3.079073157940782e-01,1.952870670016709e+00
3.150793985240572e-01,1.937890281860009e+00
3.224185405217027e-01,1.923334271980006e+00
3.299286330972464e-01,1.909195599723758e+00
3.376136582011802e-01,1.895467349555150e+00
3.454776905355372e-01,1.882142728461183e+00
3.535248997143541e-01,1.869215063400063e+00
3.617595524744547e-01,1.856677798791691e+00
3.701860149377312e-01,1.844524494051170e+00
3.788087549261187e-01,1.832748821165953e+00
3.876323443304947e-01,1.821344562317276e+00
3.966614615347552e-01,1.810305607546526e+00
4.059008938963568e-01,1.799625952467197e+00
4.153555402846356e-01,1.789299696023102e+00
4.250304136782539e-01,1.779321038293490e+00
4.349306438231469e-01,1.769684278345735e+00
4.450614799523827e-01,1.760383812136250e+00
4.554282935693744e-01,1.751414130460246e+00
4.660365812959227e-01,1.742769816950991e+00
4.768919677865974e-01,1.734445546129155e+00
4.880002087110039e-01,1.726436081502831e+00
4.993671938055155e-01,1.718736273718798e+00
5.109989499960890e-01,1.711341058765551e+00
5.229016445938213e-01,1.704245456228595e+00
5.350815885649383e-01,1.697444567598464e+00
5.475452398769549e-01,1.690933574631874e+00
5.602992069227721e-01,1.684707737766393e+00
5.733502520245367e-01,1.678762394588938e+00
5.867052950191123e-01,1.673092958358379e+00
6.003714169270701e-01,1.667694916582457e+00
6.143558637071372e-01,1.662563829649171e+00
6.286660500981034e-01,1.657695329512724e+00
6.433095635502102e-01,1.653085118434062e+00
6.582941682481201e-01,1.648728967775964e+00
6.736278092275889e-01,1.644622716852546e+00
6.893186165880282e-01,1.640762271833043e+00
7.053749098031930e-01,1.637143604699573e+00
7.218052021322759e-01,1.633762752258557e+00
7.386182051337508e-01,1.630615815205416e+00
7.558228332843553e-01,1.627698957242014e+00
7.734282087056652e-01,1.625008404246321e+00
7.914436660007633e-01,1.622540443493653e+00
8.098787572035703e-01,1.620291422928750e+00
8.287432568434596e-01,1.618257750487934e+00
8.480471671278411e-01,1.616435893470459e+00
8.678007232454645e-01,1.614822377958137e+00
8.880143987932536e-01,1.613413788282198e+00
9.086989113295429e-01,1.612206766536358e+00
9.298652280566713e-01,1.611198012134911e+00
9.515245716359367e-01,1.610384281414668e+00
9.736884261379998e-01,1.609762387279474e+00
9.963685431318915e-01,1.609329198885986e+00
1.019576947915848e+00,1.609081641369353e+00
1.043325945893286e+00,1.609016695607380e+00
1.067628129097289e+00,1.609131398021734e+00
1.092496382867068e+00,1.609422840414684e+00
1.117943892679941e+00,1.609888169839882e+00
1.143984151142451e+00,1.610524588505605e+00
1.170630965144317e+00,1.611329353708931e+00
1.197898463179034e+00,1.612299777799233e+00
1.225801102834990e+00,1.613433228169422e+00
1.254353678461065e+00,1.614727127273341e+00
1.283571329010793e+00,1.616178952667706e+00
1.313469546069238e+00,1.617786237077041e+00
1.344064182066834e+00,1.619546568479997e+00
1.375371458684554e+00,1.621457590215540e+00
1.407407975454862e+00,1.623517001107460e+00
1.440190718563004e+00,1.625722555605718e+00
1.473737069853305e+00,1.628072063943159e+00
1.508064816045258e+00,1.630563392306182e+00
1.543192158164277e+00,1.633194463017984e+00
1.579137721192117e+00,1.635963254733054e+00
1.615920563942092e+00,1.638867802641633e+00
1.653560189164305e+00,1.641906198682953e+00
1.692076553886271e+00,1.645076591766057e+00
1.731490079994389e+00,1.648377187997153e+00
1.771821665061899e+00,1.651806250912449e+00
1.813092693429058e+00,1.655362101715521e+00
1.855325047541392e+00,1.659043119518344e+00
1.898541119552062e+00,1.662847741585167e+00
1.942763823194482e+00,1.666774463578500e+00
1.988016605931479e+00,1.670821839806570e+00
2.034323461387450e+00,1.674988483471648e+00
2.081708942070104e+00,1.679273066918774e+00
2.130198172388519e+00,1.683674321884433e+00
2.179816861974440e+00,1.688191039744863e+00
2.230591319313867e+00,1.692822071763711e+00
2.282548465696161e+00,1.697566329338874e+00
2.335715849488068e+00,1.702422784248385e+00
2.390121660740228e+00,1.707390468895343e+00
2.445794746133912e+00,1.712468476551889e+00
2.502764624275917e+00,1.717655961602376e+00
2.561061501349719e+00,1.722952139785877e+00
2.620716287131194e+00,1.728356288438315e+00
2.681760611377385e+00,1.733867746734493e+00
2.744226840597028e+00,1.739485915930432e+00
2.808148095211692e+00,1.745210259606430e+00
2.873558267116670e+00,1.751040303911360e+00
2.940492037650915e+00,1.756975637808726e+00
3.008984895985535e+00,1.763015913325116e+00
3.079073157940630e+00,1.769160845801671e+00
3.150793985240417e+00,1.775410214149284e+00
3.224185405216867e+00,1.781763861108267e+00
3.299286330972302e+00,1.788221693513264e+00
3.376136582011636e+00,1.794783682564224e+00
3.454776905355203e+00,1.801449864104304e+00
3.535248997143368e+00,1.808220338905558e+00
3.617595524744370e+00,1.815095272963348e+00
3.701860149377130e+00,1.822074897800403e+00
3.788087549261001e+00,1.829159510781494e+00
3.876323443304756e+00,1.836349475439702e+00
3.966614615347358e+00,1.843645221815284e+00
4.059008938963368e+00,1.851047246808144e+00
4.153555402846152e+00,1.858556114544961e+00
4.250304136782330e+00,1.866172456761983e+00
4.349306438231256e+00,1.873896973204567e+00
4.450614799523609e+00,1.881730432044513e+00
4.554282935693521e+00,1.889673670316250e+00
4.660365812958998e+00,1.897727594372953e+00
4.768919677865740e+00,1.905893180363667e+00
4.880002087109800e+00,1.914171474732490e+00
4.993671938054911e+00,1.922563594740913e+00
5.109989499960641e+00,1.931070729014393e+00
5.229016445937955e+00,1.939694138114196e+00
5.350815885649121e+00,1.948435155135630e+00
5.475452398769280e+00,1.957295186333696e+00
5.602992069227447e+00,1.966275711777242e+00
5.733502520245085e+00,1.975378286032671e+00
5.867052950190836e+00,1.984604538878271e+00
6.003714169270404e+00,1.993956176050207e+00
6.143558637071072e+00,2.003434980021225e+00
6.286660500980725e+00,2.013042810813127e+00
6.433095635501787e+00,2.022781606844037e+00
6.582941682480881e+00,2.032653385811510e+00
6.736278092275559e+00,2.042660245612510e+00
6.893186165879942e+00,2.052804365301296e+00
7.053749098031582e+00,2.063088006086226e+00
7.218052021322404e+00,2.073513512366533e+00
7.386182051337145e+00,2.084083312810073e+00
7.558228332843184e+00,2.094799921473087e+00
7.734282087056272e+00,2.105665938962995e+00
7.914436660007246e+00,2.116684053645246e+00
8.098787572035310e+00,2.127857042895266e+00
8.287432568434188e+00,2.139187774396516e+00
8.480471671277991e+00,2.150679207485713e+00
8.678007232454220e+00,2.162334394546252e+00
8.880143987932103e+00,2.174156482450861e+00
9.086989113294985e+00,2.186148714054559e+00
9.298652280566257e+00,2.198314429738984e+00
9.515245716358899e+00,2.210657069009130e+00
9.736884261379522e+00,2.223180172143622e+00
9.963685431318426e+00,2.235887381899574e+00
1.019576947915798e+01,2.248782445273177e+00
1.043325945893235e+01,2.261869215317110e+00
1.067628129097237e+01,2.275151653015919e+00
1.092496382867014e+01,2.288633829220513e+00
1.117943892679886e+01,2.302319926642959e+00
1.143984151142395e+01,2.316214241912736e+00
1.170630965144259e+01,2.330321187695679e+00
1.197898463178976e+01,2.344645294876837e+00
1.225801102834930e+01,2.359191214808497e+00
1.254353678461003e+01,2.373963721624635e+00
1.283571329010730e+01,2.388967714623114e+00
1.313469546069174e+01,2.404208220716944e+00
1.344064182066768e+01,2.419690396955965e+00
1.375371458684487e+01,2.435419533120319e+00
1.407407975454793e+01,2.451401054387138e+00
1.440190718562933e+01,2.467640524071900e+00
1.473737069853232e+01,2.484143646445891e+00
1.508064816045184e+01,2.500916269631328e+00
1.543192158164201e+01,2.517964388575653e+00
1.579137721192039e+01,2.535294148106598e+00
1.615920563942012e+01,2.552911846069621e+00
1.653560189164224e+01,2.570823936549386e+00
1.692076553886189e+01,2.589037033176976e+00
1.731490079994304e+01,2.607557912524562e+00
1.771821665061812e+01,2.626393517589340e+00
1.813092693428969e+01,2.645550961368516e+00
1.855325047541301e+01,2.665037530527253e+00
1.898541119551969e+01,2.684860689161447e+00
1.942763823194387e+01,2.705028082657330e+00
1.988016605931381e+01,2.725547541649902e+00
2.034323461387351e+01,2.746427086082228e+00
2.081708942070002e+01,2.767674929367756e+00
2.130198172388415e+01,2.789299482657770e+00
2.179816861974334e+01,2.811309359216249e+00
2.230591319313758e+01,2.833713378904358e+00
2.282548465696049e+01,2.856520572776939e+00
2.335715849487954e+01,2.879740187793376e+00
2.390121660740110e+01,2.903381691645283e+00
2.445794746133792e+01,2.927454777703522e+00
2.502764624275794e+01,2.951969370087153e+00
2.561061501349593e+01,2.976935628856907e+00
2.620716287131065e+01,3.002363955335929e+00
2.681760611377254e+01,3.028264997560538e+00
2.744226840596893e+01,3.054649655863852e+00
2.808148095211554e+01,3.081529088595185e+00
2.873558267116530e+01,3.108914717978205e+00
2.940492037650771e+01,3.136818236110908e+00
3.008984895985387e+01,3.165251611110527e+00
3.079073157940479e+01,3.194227093406606e+00
3.150793985240262e+01,3.223757222185517e+00
3.224185405216710e+01,3.253854831989790e+00
3.299286330972141e+01,3.284533059475698e+00
3.376136582011471e+01,3.315805350332658e+00
3.454776905355033e+01,3.347685466368048e+00
3.535248997143194e+01,3.380187492761164e+00
3.617595524744193e+01,3.413325845490102e+00
3.701860149376949e+01,3.447115278935491e+00
3.788087549260815e+01,3.481570893665029e+00
3.876323443304566e+01,3.516708144402938e+00
3.966614615347164e+01,3.552542848188494e+00
4.059008938963169e+01,3.589091192727952e+00
4.153555402845949e+01,3.626369744944209e+00
4.250304136782122e+01,3.664395459728755e+00
4.349306438231044e+01,3.703185688900464e+00
4.450614799523390e+01,3.742758190375964e+00
4.554282935693297e+01,3.783131137556415e+00
4.660365812958769e+01,3.824323128935620e+00
4.768919677865505e+01,3.866353197934549e+00
4.880002087109560e+01,3.909240822967432e+00
4.993671938054666e+01,3.953005937744757e+00
5.109989499960389e+01,3.997668941818570e+00
5.229016445937698e+01,4.043250711375676e+00
5.350815885648859e+01,4.089772610284394e+00
5.475452398769012e+01,4.137256501400715e+00
5.602992069227172e+01,4.185724758139835e+00
5.733502520244804e+01,4.235200276319167e+00
5.867052950190548e+01,4.285706486279057e+00
6.003714169270110e+01,4.337267365287657e+00
6.143558637070770e+01,4.389907450236452e+00
6.286660500980415e+01,4.443651850633195e+00
6.433095635501472e+01,4.498526261899091e+00
6.582941682480558e+01,4.554556978977237e+00
6.736278092275228e+01,4.611770910259576e+00
6.893186165879604e+01,4.670195591839647e+00
7.053749098031236e+01,4.729859202098737e+00
7.218052021322050e+01,4.790790576633096e+00
7.386182051336783e+01,4.853019223530152e+00
7.558228332842812e+01,4.916575339001771e+00
7.734282087055892e+01,4.981489823382857e+00
7.914436660006858e+01,5.047794297503751e+00
8.098787572034909e+01,5.115521119445089e+00
8.287432568433782e+01,5.184703401683981e+00
8.480471671277576e+01,5.255375028640609e+00
8.678007232453795e+01,5.327570674634495e+00
8.880143987931666e+01,5.401325822259983e+00
9.086989113294538e+01,5.476676781190648e+00
9.298652280565800e+01,5.553660707422567e+00
9.515245716358432e+01,5.632315622966685e+00
9.736884261379043e+01,5.712680436000664e+00
9.963685431317936e+01,5.794794961490918e+00
1.019576947915748e+02,5.878699942295732e+00
1.043325945893184e+02,5.964437070760653e+00
1.067628129097184e+02,6.052049010817597e+00
1.092496382866960e+02,6.141579420599379e+00
1.117943892679832e+02,6.233072975581623e+00
1.143984151142338e+02,6.326575392264338e+00
1.170630965144202e+02,6.422133452405713e+00
1.197898463178916e+02,6.519795027820932e+00
1.225801102834870e+02,6.619609105759180e+00
1.254353678460942e+02,6.721625814872295e+00
1.283571329010667e+02,6.825896451788791e+00
1.313469546069109e+02,6.932473508307359e+00
1.344064182066702e+02,7.041410699224256e+00
1.375371458684419e+02,7.152762990809332e+00
1.407407975454724e+02,7.266586629945752e+00
1.440190718562862e+02,7.382939173948913e+00
1.473737069853160e+02,7.501879521080312e+00
1.508064816045110e+02,7.623467941772560e+00
1.543192158164125e+02,7.747766110582090e+00
1.579137721191962e+02,7.874837138886491e+00
1.615920563941933e+02,8.004745608343796e+00
1.653560189164143e+02,8.137557605131464e+00
1.692076553886105e+02,8.273340754983213e+00
1.731490079994218e+02,8.412164259042250e+00
1.771821665061725e+02,8.554098930549932e+00
1.813092693428880e+02,8.699217232389305e+00
1.855325047541210e+02,8.847593315503369e+00
1.898541119551876e+02,8.999303058208538e+00
1.942763823194291e+02,9.154424106424017e+00
1.988016605931283e+02,9.313035914838515e+00
2.034323461387251e+02,9.475219789036078e+00
2.081708942069900e+02,9.641058928603368e+00
2.130198172388310e+02,9.810638471241232e+00
2.179816861974226e+02,9.984045537904034e+00
2.230591319313649e+02,1.016136927899053e+01
2.282548465695937e+02,1.034270092161089e+01
2.335715849487839e+02,1.052813381795491e+01
2.390121660739993e+02,1.071776349478699e+01
2.445794746133672e+02,1.091168770409421e+01
2.502764624275671e+02,1.111000647491429e+01
2.561061501349468e+02,1.131282216637094e+01
2.620716287130936e+02,1.152023952194468e+01
2.681760611377122e+02,1.173236572500799e+01
2.744226840596759e+02,1.194931045565411e+01
2.808148095211416e+02,1.217118594884974e+01
2.873558267116388e+02,1.239810705394240e+01
2.940492037650627e+02,1.263019129555399e+01
3.008984895985240e+02,1.286755893589287e+01
3.079073157940328e+02,1.311033303851752e+01
3.150793985240108e+02,1.335863953358554e+01
3.224185405216551e+02,1.361260728462256e+01
3.299286330971979e+02,1.387236815684653e+01
3.376136582011305e+02,1.413805708708360e+01
3.454776905354864e+02,1.440981215531261e+01
3.535248997143021e+02,1.468777465787618e+01
3.617595524744015e+02,1.497208918239714e+01
3.701860149376766e+02,1.526290368444014e+01
3.788087549260629e+02,1.556036956595899e+01
3.876323443304375e+02,1.586464175557130e+01
3.966614615346969e+02,1.617587879070313e+01
4.059008938962970e+02,1.649424290164701e+01
4.153555402845744e+02,1.681990009757802e+01
4.250304136781913e+02,1.715302025457356e+01
4.349306438230829e+02,1.749377720568333e+01
4.450614799523172e+02,1.784234883309747e+01
4.554282935693073e+02,1.819891716246154e+01
4.660365812958539e+02,1.856366845938851e+01
4.768919677865271e+02,1.893679332821878e+01
4.880002087109321e+02,1.931848681308073e+01
4.993671938054421e+02,1.970894850130534e+01
5.109989499960138e+02,2.010838262924959e+01
5.229016445937443e+02,2.051699819058497e+01
5.350815885648595e+02,2.093500904710828e+01
5.475452398768743e+02,2.136263404213374e+01
5.602992069226897e+02,2.180009711652620e+01
5.733502520244524e+02,2.224762742743732e+01
5.867052950190260e+02,2.270545946980738e+01
6.003714169269815e+02,2.317383320069735e+01
6.143558637070468e+02,2.365299416651702e+01
6.286660500980107e+02,2.414319363321671e+01
6.433095635501156e+02,2.464468871951153e+01
6.582941682480233e+02,2.515774253320890e+01
6.736278092274898e+02,2.568262431071162e+01
6.893186165879267e+02,2.621960955977027e+01
7.053749098030889e+02,2.676898020556090e+01
7.218052021321696e+02,2.733102474016534e+01
7.386182051336420e+02,2.790603837553322e+01
7.558228332842441e+02,2.849432320000717e+01
7.734282087055514e+02,2.909618833849387e+01
7.914436660006469e+02,2.971195011636591e+01
8.098787572034512e+02,3.034193222718169e+01
8.287432568433375e+02,3.098646590431170e+01
8.480471671277161e+02,3.164589009656283e+01
8.678007232453369e+02,3.232055164789330e+01
8.880143987931230e+02,3.301080548131382e+01
9.086989113294093e+02,3.371701478707230e+01
9.298652280565345e+02,3.443955121522207e+01
9.515245716357964e+02,3.517879507267543e+01
9.736884261378565e+02,3.593513552484744e+01
9.963685431317448e+02,3.670897080199633e+01
1.019576947915698e+03,3.750070841037044e+01
1.043325945893133e+03,3.831076534827329e+01
1.067628129097132e+03,3.913956832716155e+01
